ModesCode;LabelWeb;ActiveLanguage;DescriptionLong;Characteristics;composition;type
EQYBS04897;EVERYDAY (CRE6);master;"&nbsp;";"__Fabric:__ 100% Recycled polyester fabric
Remade Supersuede: Keep the performance level high and the carbon footprint low
This product was made from production scraps and retired textile waste, a step closer to circular manufacturing
__Coating:__  PFC free hydrophobic treatment
__Fit:__ Straight leg fit
__Waist:__ Semi elasticated comfort waistband
__Closure:__ Fixed drawcord closure
__Fly:__ Functional velcro fly
__Outseams:__ 16"" outseam, short length
__Pockets:__ Side-entry pockets
Back hook and loop tape closure pocket
__Branding:__ Iconic mountain and wave logo
__Other Features:__ Timeless Style
Key bungee cord inside pocket
Recycled yarn
* Each garment may vary in appearance due to specialty wash.";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQYBS04897;EVERYDAY (SZH6);master;"&nbsp;";"__Fabric:__ 100% Recycled polyester fabric
Remade Supersuede: Keep the performance level high and the carbon footprint low
This product was made from production scraps and retired textile waste, a step closer to circular manufacturing
__Coating:__  PFC free hydrophobic treatment
__Fit:__ Straight leg fit
__Waist:__ Semi elasticated comfort waistband
__Closure:__ Fixed drawcord closure
__Fly:__ Functional velcro fly
__Outseams:__ 16"" outseam, short length
__Pockets:__ Side-entry pockets
Back hook and loop tape closure pocket
__Branding:__ Iconic mountain and wave logo
__Other Features:__ Timeless Style
Key bungee cord inside pocket
Recycled yarn
* Each garment may vary in appearance due to specialty wash.";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQYBS04897;EVERYDAY (KTP7);master;"&nbsp;";"__Fabric:__ 100% Recycled polyester fabric
Remade Supersuede: Keep the performance level high and the carbon footprint low
This product was made from production scraps and retired textile waste, a step closer to circular manufacturing
__Coating:__  PFC free hydrophobic treatment
__Fit:__ Straight leg fit
__Waist:__ Semi elasticated comfort waistband
__Closure:__ Fixed drawcord closure
__Fly:__ Functional velcro fly
__Outseams:__ 16"" outseam, short length
__Pockets:__ Side-entry pockets
Back hook and loop tape closure pocket
__Branding:__ Iconic mountain and wave logo
__Other Features:__ Timeless Style
Key bungee cord inside pocket
Recycled yarn
* Each garment may vary in appearance due to specialty wash.";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQYBS04897;EVERYDAY (BJK7);master;"&nbsp;";"__Fabric:__ 100% Recycled polyester fabric
Remade Supersuede: Keep the performance level high and the carbon footprint low
This product was made from production scraps and retired textile waste, a step closer to circular manufacturing
__Coating:__  PFC free hydrophobic treatment
__Fit:__ Straight leg fit
__Waist:__ Semi elasticated comfort waistband
__Closure:__ Fixed drawcord closure
__Fly:__ Functional velcro fly
__Outseams:__ 16"" outseam, short length
__Pockets:__ Side-entry pockets
Back hook and loop tape closure pocket
__Branding:__ Iconic mountain and wave logo
__Other Features:__ Timeless Style
Key bungee cord inside pocket
Recycled yarn
* Each garment may vary in appearance due to specialty wash.";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQYJV04127;EVERYDAY (MKT0);master;"&nbsp;";"__Coating:__ PFC FREE HYDROPHOBIC TREATMENT
__Fabric:__ Remade Supersuede: Keep the performance level high and the carbon footprint low
This product was made from production scraps and retired textile waste
a step closer to circular manufacturing
__Fit:__ Straight Leg
__Outseams:__ 15"" outseam
__Waist And Closure:__ Classic Comfort Waistband
Fixed drawcord closure
__Fly:__ No fly
__Zips And Pockets:__ Side-entry pockets, Back Hook and loop tape pocket
__Additional Details:__ Iconic Mountain and Wave Logo
Key bungee cord inside pocket
Recycled yarn
";[Main Fabric] 95% Recycled Polyester, 5% Elastane;Swim Shorts
EQYJV04203;EVD CLICKER VL (KTP0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 17"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Iconic Clicker logo screen printed vertically on the left side panel
Key bungee cord inside pocket";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQYJV04203;EVD CLICKER VL (CRE0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 17"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Iconic Clicker logo screen printed vertically on the left side panel
Key bungee cord inside pocket";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQBJV03541;EVD CLICKER (KTP0);master;"&nbsp;";"__Use:__ Beach
BENEFITS
Durable. Comfortable. Quick-drying
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Everyday Fabric, Recycled polyester [125 g/m2]
FEATURES
__Fit:__ Straight leg fit
Timeless style
__Fly:__ No
__Waist:__ Elasticated waistband
__Outseam:__ 15"" outseam
__Closure:__Waisted Drawcord
__Pockets:__ Side-entry pockets
Back patch pocket
Iconic Clicker logo screen printed vertically on the left side panel
Key bungee cord inside pocket";[Main Fabric] 100% Recycled Polyester;Swim Shorts
EQYZT08263;EVO ORIGINAL BS (KVJ0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Rib knit collar
Quiksilver art on chest and back
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
AQYAA03357;SLIM RAYS (CRE0);master;"&nbsp;";"__Fabric:__ Polyurethane fabric
__Compartments:__ Interior card slots
__Pockets:__ Zip coin pocket
Size M Unfolded: 3.50"" [H] x 9.25"" [W] inch / 8.9 [H] x 23.5 [W] cm
__Branding:__ Front emboss logo.";100% Polyurethane;Bi-Fold Wallet
EQBZT04951;STARFISH STAMP (BLC0);master;"&nbsp;";"__Fabric:__ Cotton, recycled cotton blend jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQWBT03043;BOFIELD TOTE (RQZ0);master;"&nbsp;";"__Fabric:__ Printed cotton twill
Roomy main compartment with small internal pocket
PU handles
Woven label branding";[Main Fabric] 100% Cotton;Tote Bag
EQYZT08204;SALT WATER (CJZ0);master;"&nbsp;";"__Fabric:__ Organic Cotton fabric [160 g/m2]
__Fit:__ Comfort fit
__Neck:__ Crew neck
Rib 1x1 at collar
Chest embroidery
Heavy wash for a vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQYZT08205;SALT WATER POCK (CJZ0);master;"&nbsp;";"__Fabric:__ Organic Cotton fabric [180 g/m2]
__Fit:__ Comfort fit
__Neck:__ Crew neck
Rib 1x1 at collar
Chest pocket
Heavy wash for a vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQBZT04897;EV COMP LOGO YT (RQZ0);master;"&nbsp;";"__Fabric:__ Cotton Jersey, [160 g/m2]
__Fit:__ Regular Fit
__Neck:__ Crew Neck
Screen Print on Chest
Quiksilver Label at Sleeve Hem";[Main Fabric] 100% Cotton;Short Sleeve T-Shirt
EQWZT03196;ESSENTIALSSTEE (GCC0);master;"&nbsp;";"__Fabric:__ Organic Cotton, [160 g/m2]
__Fit:__ Standard Crop Fit
__Neck:__ Crew Neck
__Wash:__ Garment Dye with Heavy Wash for Vintage Look
Logo Embroidery at Chest
Ribbed Collar
Recycled Woven Flag Label in Side Seam";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQWZT03207;EXTRA TANK (BLC0);master;"&nbsp;";"__Fabric:__ Lightweight pure organic cotton fabric [160 g/m2]
__Fit:__ Sleeveless crop tank fit
__Neck:__ Crew neckline
Quiksilver graphic on chest and back
Rib knit collar
__Wash:__ Garment wash with soft hand-feel
Recycled woven flag label with logo in side seam";[Main Fabric] 100% Organic Cotton;Vest Top
EQYFT05194;GRAPHIC (GCC0);master;"&nbsp;";"__Fabric:__ Cotton, polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
__Pockets:__ Kangaroo pouch pocket
Rib knit cuffs and hem
Hood with drawcord
Art on chest and back
Quiksilver recycled woven label pack";[Main Fabric] 60% Cotton, 40% Recycled Polyester;Hoodie
EQYBS04930;HIGHLINE PT (BQV6);master;"&nbsp;";"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 51% Recycled Polyester, 37% Polyester, 12% Elastane;Boardshorts
EQYWT04674;STONETOWN (TKS1);master;"&nbsp;";"__Fabric:__ Cotton [110 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
Regular button closure
Yarn-dyed plaid
Quiksilver recycled woven label pack";[Main Fabric] 100% Cotton;Short Sleeve Shirt
EQKFT03408;KNOWLEDGE AERA (BLC0);master;"&nbsp;";"__Fabric:__ Organic cotton, recycled polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
Hooded design
Rib knit cuffs and bottom hem
Kangaroo pocket
Colour blocked design
Art on chest
Quiksilver recycled woven label pack";[Main Fabric] 55% Organic Cotton, 45% Recycled Polyester;Hoodie
EQYFT05158;SALT WATER CREW (CJZ0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester, 280 g/m2
__Finish:__ Inside Brushed
__Fit:__ Comfort Fit
Rib 1x1 at Cuffs and Bottom Hem
__Details:__ Embroidery on Chest
Quiksilver Recycled Woven Label Pack";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Sweatshirt
EQYFT05158;SALT WATER CREW (GNZ0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester, 280 g/m2
__Finish:__ Inside Brushed
__Fit:__ Comfort Fit
Rib 1x1 at Cuffs and Bottom Hem
__Details:__ Embroidery on Chest
Quiksilver Recycled Woven Label Pack";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Sweatshirt
EQBZT04964;URBAN NOMAD 1 (BJK0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYZT08263;EVO ORIGINAL BS (GRT0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Rib knit collar
Quiksilver art on chest and back
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQWBT03043;BOFIELD TOTE (GNZ0);master;"&nbsp;";"__Fabric:__ Printed cotton twill
Roomy main compartment with small internal pocket
PU handles
Woven label branding";[Main Fabric] 100% Cotton;Tote Bag
EQYAA04063;THEEVERYDAILY (CRE6);master;"&nbsp;";"__Fabric:__ Recycled Polyester [600D], Corduroy, Cotton Canvas
__Pockets:__ External Zip Coin Pocket
Inside Card Slots
Woven Label
__Size:__ Small [10.7 x 7.5 cm]
Medium [12.5 x 9.1 cm]
Large [13.7 x 9.2 cm]";[Main Fabric] 100% Recycled Polyester;Tri-Fold Wallet
EQWZT03207;EXTRA TANK (GCC0);master;"&nbsp;";"__Fabric:__ Lightweight pure organic cotton fabric [160 g/m2]
__Fit:__ Sleeveless crop tank fit
__Neck:__ Crew neckline
Quiksilver graphic on chest and back
Rib knit collar
__Wash:__ Garment wash with soft hand-feel
Recycled woven flag label with logo in side seam";[Main Fabric] 100% Organic Cotton;Vest Top
EQYZT08300;SERENITY SPLASH (CMK0);master;"&nbsp;";"__Fabric:__ Organic cotton fabric [220 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neck
Rib knit collar
Quiksilver art on chest and back
__Wash:__ Heavy wash for vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQYFT05194;GRAPHIC (BLC0);master;"&nbsp;";"__Fabric:__ Cotton, polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
__Pockets:__ Kangaroo pouch pocket
Rib knit cuffs and hem
Hood with drawcord
Art on chest and back
Quiksilver recycled woven label pack";[Main Fabric] 60% Cotton, 40% Recycled Polyester;Hoodie
EQYFT05158;SALT WATER CREW (MKT0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester, 280 g/m2
__Finish:__ Inside Brushed
__Fit:__ Comfort Fit
Rib 1x1 at Cuffs and Bottom Hem
__Details:__ Embroidery on Chest
Quiksilver Recycled Woven Label Pack";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Sweatshirt
EQYBS04916;HIGHLINE (RZM0);master;"&nbsp;";"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 51% Recycled Polyester, 37% Polyester, 12% Elastane;Boardshorts
EQBZT04964;URBAN NOMAD 1 (MKT0);master;"&nbsp;";"__Fabric:__ Cotton recycled cotton jersey fabric [160 g/m2]
__Fit:__ Regular fit
__Neck:__ Crew neck
Screen print on chest and back
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYZT08263;EVO ORIGINAL BS (BYC0);master;"&nbsp;";"__Fabric:__ Lightweight organic cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Rib knit collar
Quiksilver art on chest and back
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;T-Shirt
EQYAA04063;THEEVERYDAILY (KTP6);master;"&nbsp;";"__Fabric:__ Recycled Polyester [600D], Corduroy, Cotton Canvas
__Pockets:__ External Zip Coin Pocket
Inside Card Slots
Woven Label
__Size:__ Small [10.7 x 7.5 cm]
Medium [12.5 x 9.1 cm]
Large [13.7 x 9.2 cm]";[Main Fabric] 100% Recycled Polyester;Tri-Fold Wallet
EQYZT08287;EV VISTA (WBB0);master;"&nbsp;";"__Fabric:__ Lightweight cotton jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYFT05194;GRAPHIC (KTP0);master;"&nbsp;";"__Fabric:__ Cotton, polyester blend [280 g/m2]
Brushed inside for softness
__Fit:__ Classic, comfortable regular fit
__Pockets:__ Kangaroo pouch pocket
Rib knit cuffs and hem
Hood with drawcord
Art on chest and back
Quiksilver recycled woven label pack";[Main Fabric] 60% Cotton, 40% Recycled Polyester;Hoodie
EQYZT08204;SALT WATER (BLC0);master;"&nbsp;";"__Fabric:__ Organic Cotton fabric [160 g/m2]
__Fit:__ Comfort fit
__Neck:__ Crew neck
Rib 1x1 at collar
Chest embroidery
Heavy wash for a vintage look
Quiksilver recycled label pack";[Main Fabric] 100% Organic Cotton;Short Sleeve T-Shirt
EQYWT04686;APERO CLASSIC (KVJ7);master;"&nbsp;";"__Fabric:__ Cotton poplin [115 g/m2]
__Fit:__ Classic, comfortable regular fit
__Closure:__Regular button closure
All-over printed design
Chest pocket
Recycled Quiksilver label pack";[Main Fabric] 100% Cotton;Short Sleeve Shirt
EQYFT05158;SALT WATER CREW (BGA0);master;"&nbsp;";"__Fabric:__ Cotton, Recycled Cotton, Recycled Polyester, 280 g/m2
__Finish:__ Inside Brushed
__Fit:__ Comfort Fit
Rib 1x1 at Cuffs and Bottom Hem
__Details:__ Embroidery on Chest
Quiksilver Recycled Woven Label Pack";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Sweatshirt
EQBZT04951;STARFISH STAMP (KTP0);master;"&nbsp;";"__Fabric:__ Cotton, recycled cotton blend jersey fabric [160 g/m2]
__Fit:__ Classic, comfortable regular fit
__Neck:__ Crew neckline
Screen print on chest
Quiksilver woven label on sleeve";[Main Fabric] 70% Cotton, 30% Recycled Cotton;T-Shirt
EQYBS04916;HIGHLINE (BLC0);master;"&nbsp;";"__Use:__ Surfing, Train, Beach
BENEFITS
4-way stretch. Breathable. Lightweight. Quick-drying
Micro-perforated fabric engineered into our Highline performance design
MADE BETTER
Made with 50% recycled polyester fibres from textile waste and 35% from a bio-based polyester created from captured carbon dioxide
PFC Free durable water repellent treatment
__Fabric:__ Highlite Fabric, recycled polyester, polyester, elastane [160 g/m2]
FEATURES
__Fit:__ Highline fit
Side scallop detail with piping
__Fly:__ Performance
__Waist:__ Fixed
__Outseam:__ 20"" outseam
__Closure:__Adaptive low profile drawcord closure
__Pockets:__ Side zip pocket
Iconic Mountain and Wave logo
Key bungee cord inside pocket";[Main Fabric] 51% Recycled Polyester, 37% Polyester, 12% Elastane;Boardshorts
